! ! ! that	1800	2	2	2
! ! ! that	1810	3	3	3
! ! ! that	1812	1	1	1
! ! ! that	1815	1	1	1
! ! ! that	1817	1	1	1
! ! ! that	1818	1	1	1
! ! ! that	1819	1	1	1
! ! ! that	1823	2	2	2
! ! ! that	1825	1	1	1
! ! ! that	1831	5	5	5
! ! ! that	1833	2	1	1
! ! ! that	1834	1	1	1
! ! ! that	1836	1	1	1
! ! ! that	1837	1	1	1
! ! ! that	1840	1	1	1
! ! ! that	1842	1	1	1
! ! ! that	1863	2	2	2
! ! ! that	1888	2	2	2
! ! ! that	1897	2	2	2
! ! ! that	1899	1	1	1
! ! ! that	1901	1	1	1
! ! ! that	1902	1	1	1
! ! ! that	1909	1	1	1
! ! ! that	1927	2	2	2
! ! ! that	1928	2	2	2
! ! ! that	1934	1	1	1
! ! ! that	1942	1	1	1
! ! ! that	1943	1	1	1
! ! ! that	1949	1	1	1
! ! ! that	1954	2	2	2
! ! ! that	1955	1	1	1
! ! ! that	1957	1	1	1
! ! ! that	1962	2	2	2
! ! ! that	1963	1	1	1
! ! ! that	1972	3	3	3
! ! ! that	1984	1	1	1
! ! ! that	1988	1	1	1
! ! ! that	1989	1	1	1
! ! ! that	1991	1	1	1
! ! ! that	1993	1	1	1
! ! ! that	1994	1	1	1
! ! ! that	2001	1	1	1
! ! ! that	2002	1	1	1
! ! ! that	2006	2	2	1
! ! ! that	2007	1	1	1
! ! But you	1830	1	1	1
! ! But you	1844	2	2	2
! ! But you	1845	1	1	1
! ! But you	1850	1	1	1
! ! But you	1854	1	1	1
! ! But you	1869	4	4	4
! ! But you	1880	1	1	1
! ! But you	1903	5	5	5
! ! But you	1913	1	1	1
! ! But you	1923	1	1	1
! ! But you	1924	1	1	1
! ! But you	1931	1	1	1
! ! But you	1934	3	3	3
! ! But you	1950	1	1	1
! ! But you	1952	1	1	1
! ! But you	1953	1	1	1
! ! But you	1960	1	1	1
! ! But you	1963	1	1	1
! ! But you	1965	2	2	2
! ! But you	1966	1	1	1
! ! But you	1991	1	1	1
! ! But you	1993	2	2	2
! ! But you	1994	1	1	1
! ! But you	2000	1	1	1
! ! But you	2001	3	3	3
! ! But you	2003	1	1	1
! ! But you	2004	1	1	1
! ! But you	2006	8	8	6
"! "" "" Everything's"	1915	1	1	1
"! "" "" Everything's"	1919	1	1	1
"! "" "" Everything's"	1925	2	2	2
"! "" "" Everything's"	1926	1	1	1
"! "" "" Everything's"	1930	4	4	4
"! "" "" Everything's"	1939	1	1	1
"! "" "" Everything's"	1942	2	2	2
"! "" "" Everything's"	1943	2	2	2
"! "" "" Everything's"	1945	3	3	3
"! "" "" Everything's"	1946	1	1	1
"! "" "" Everything's"	1947	1	1	1
"! "" "" Everything's"	1949	1	1	1
"! "" "" Everything's"	1950	1	1	1
"! "" "" Everything's"	1951	3	3	3
"! "" "" Everything's"	1953	3	3	3
"! "" "" Everything's"	1955	4	4	4
"! "" "" Everything's"	1956	2	2	2
"! "" "" Everything's"	1958	1	1	1
"! "" "" Everything's"	1960	2	2	2
"! "" "" Everything's"	1962	1	1	1
"! "" "" Everything's"	1963	1	1	1
"! "" "" Everything's"	1964	2	2	2
"! "" "" Everything's"	1965	1	1	1
"! "" "" Everything's"	1966	1	1	1
"! "" "" Everything's"	1967	1	1	1
"! "" "" Everything's"	1970	1	1	1
"! "" "" Everything's"	1977	1	1	1
"! "" "" Everything's"	1979	1	1	1
"! "" "" Everything's"	1987	1	1	1
"! "" "" Everything's"	1990	1	1	1
"! "" "" Everything's"	1993	1	1	1
"! "" "" Everything's"	1994	3	3	3
"! "" "" Everything's"	1996	3	3	3
"! "" "" Everything's"	1997	1	1	1
"! "" "" Everything's"	1998	2	2	2
"! "" "" Everything's"	1999	1	1	1
"! "" "" Everything's"	2000	1	1	1
"! "" "" Everything's"	2003	2	2	2
"! "" "" Everything's"	2007	2	2	1
"! "" "" Everything's"	2008	2	2	2
"! "" "" Put"	1811	1	1	1
"! "" "" Put"	1821	3	3	3
"! "" "" Put"	1822	1	1	1
"! "" "" Put"	1823	1	1	1
"! "" "" Put"	1824	1	1	1
"! "" "" Put"	1826	9	9	9
"! "" "" Put"	1828	2	2	2
"! "" "" Put"	1830	2	2	2
"! "" "" Put"	1834	2	2	2
"! "" "" Put"	1835	1	1	1
"! "" "" Put"	1837	1	1	1
"! "" "" Put"	1838	2	2	2
"! "" "" Put"	1839	1	1	1
"! "" "" Put"	1840	3	3	3
"! "" "" Put"	1842	1	1	1
